validScientificName,family.ORIG,biodiversityRelevance,nectarProduction,heatRequirement,coldRequirement,tempOptimum,continentality,light,moisture,soilReaction,nitrogen,phosphorus,salinity,grazing.Mowing,soilDisturbance,longevity,pollinatorDependence,phenology,extremePhenology,seedDormancy,seedBank,seedDisperser,nitrogenFixation,photosyntheticPathway,mycorrhiza,carnivory,parasitism,siliceousRock,ultrabasicRock,calcareousRock,dryHeath,dryMeadow,steppicMeadow,sandSteppe,moistHeath,moistMeadow,moistCalcareousMeadow,raisedBog,poor.AcidicFen,intermediate.RichFen,rich.CalcareousFen,tallHerb.Sedge.ReedMeadow,oligotrophicWater.Shores,mesotrophicWater.Shores,eutrophicWater.Shores,sandy.Stony.RockySeaShores,seaShoreMeadows,base.PoorWasteland,base.RichWasteland,arableLand,gravellyGround,ruderal,hedgerows.Thickets.Wood.MarginsandGroves,heath.TypeDeciduousForest,intermediateDeciduousForest,herb.RichDeciduousForest,alnusGlutinosaSwamp,fraxinus.Ulmus.AlnusIncanaSwamp,pinus.BetulaSwamp,piceaSwamp,heath.TypeConiferousForest,vaccinium.TypeConiferousForest,herb.RichConiferousForest,cacareousConiferForest,subalpineBetulaForest,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Populus tristis Fisch.,Salicaceae,6,3,,,,7,,7,,7,4,1,3,,4,0b,,,"",,Veg,0,C3,AM/EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,Populus tristis Fisch.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,1688,1,wfo-0000928246,urn:lsid:ipni.org:names:776894-1,1031946,Populus tristis,species,"",Fisch. ex Dippel,Salicaceae,"","",,Populus,"",tristis,"",species,"","Handb. Laubholzk. ii. (1892) 204; Koehne, Deutsche Dendrol. (1893) 82.",Unchecked,"","",,"Source in seed data: ksu Updated namepublishedIn from Handb. Laubholzk. 2: 204 1892  to Handb. Laubholzk. ii. (1892) 204; Koehne, Deutsche Dendrol. (1893) 82. , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=",http://www.theplantlist.org/tpl1.1/record/kew-5000275,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-5000275,"",FALSE,"","",""
Populus tristis Fisch.,Salicaceae,6,3,,,,7,,7,,7,4,1,3,,4,0b,,,"",,Veg,0,C3,AM/EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,Populus tristis Fisch.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,1688,2,wfo-0000928247,urn:lsid:ipni.org:names:776895-1,1031947,Populus tristis,species,"",Fisch.,Salicaceae,"","",,Populus,"",tristis,"",species,"",Allg. Gartenzeitung (Otto & Dietrich) 9: 402. 1841 [18 Dec 1841],Unchecked,"","",,"Source in seed data: ksu Updated namepublishedIn from Allg. Gartenzeitung 1841: 402 1841  to Allg. Gartenzeitung (Otto & Dietrich) 9: 402. 1841 [18 Dec 1841] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=h",http://www.theplantlist.org/tpl1.1/record/kew-5000276,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-5000276,"",FALSE,"","",""
Portulaca sativa Haw.,Portulacaceae,2,1,13,3,4,6,7,4,7,8,5,2,4,9,1,0c,10,3,2,4,Myr,0,C4,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Portulaca sativa Haw.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,1689,1,wfo-0000484425,urn:lsid:ipni.org:names:323270-2,700914,Portulaca oleracea,species,wfo-4000030996,L.,Portulacaceae,"","",,Portulaca,"",oleracea,"",species,Valid,Sp. Pl. [Linnaeus] 1: 445. 1753,Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 445 1753  to Sp. Pl. : 445 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2566490 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2566490,The Caryophyllales Taxonomic Expert Network,A,kew-2566490,"",TRUE,Synonym,wfo-0000489361,Portulaca sativa
Potamogeton acutifolius Link,Potamogetonaceae,1,1,,4,4,5,6,11,7,7,5,1,4,,4,0b,,,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton acutifolius Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,5,1690,1,wfo-0000769720,urn:lsid:ipni.org:names:67836-3,308474,Potamogeton acutifolius,species,wfo-4000031022,Roem. & Schult.,Potamogetonaceae,"","",,Potamogeton,"",acutifolius,"",species,Valid,"Syst. Veg., ed. 15 bis 3: 513 (1818)",Accepted,"","",,"Source in seed data: wcs Updated scientificnameAuthorship from Link ex Roem. & Schult. to Roem. & Schult., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308474 >",http://www.theplantlist.org/tpl1.1/record/kew-308474,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308474,"",FALSE,"","",""
Potamogeton acutifolius Link,Potamogetonaceae,1,1,,4,4,5,6,11,7,7,5,1,4,,4,0b,,,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton acutifolius Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,5,1690,2,wfo-0000769826,urn:lsid:ipni.org:names:208813-2,308571,Potamogeton friesii,species,wfo-4000031022,Rupr.,Potamogetonaceae,"","",,Potamogeton,"",friesii,"",species,Valid,Beitr. Pflanzenk. Russ. Reiches 4: 43 (1847),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Beitr. Pflanzenk. Russ. Reiches 4: 43 1847  to Beitr. Pflanzenk. Russ. Reiches 4: 43 (1847), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep",http://www.theplantlist.org/tpl1.1/record/kew-308571,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308571,"",TRUE,Synonym,wfo-0000769721,Potamogeton acutifolius
Potamogeton acutifolius Link,Potamogetonaceae,1,1,,4,4,5,6,11,7,7,5,1,4,,4,0b,,,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton acutifolius Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,5,1690,3,wfo-0000769769,urn:lsid:ipni.org:names:323118-2,308518,Potamogeton compressus,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",compressus,"",species,Valid,Sp. Pl. : 127 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 127 1753  to Sp. Pl. : 127 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308518 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-308518,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308518,"",TRUE,Synonym,wfo-0000769722,Potamogeton acutifolius
Potamogeton alpinus Balb.,Potamogetonaceae,1,1,3,5,11,5,5,11,4,6,4,1,4,,4,0b,10,3,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton alpinus Balb.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,1691,1,wfo-0000769811,urn:lsid:ipni.org:names:208793-2,308558,Potamogeton × faxonii,species,wfo-4000031022,Morong,Potamogetonaceae,"","",,Potamogeton,"",faxonii,"",species,Valid,Mem. Torrey Bot. Club 3(2): 22 (1893),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Mem. Torrey Bot. Club 3(2): 22 1893  to Mem. Torrey Bot. Club 3(2): 22 (1893), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t",http://www.theplantlist.org/tpl1.1/record/kew-308558,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308558,×,TRUE,Synonym,wfo-0000752966,Potamogeton alpinus var. faxonii
Potamogeton alpinus Balb.,Potamogetonaceae,1,1,3,5,11,5,5,11,4,6,4,1,4,,4,0b,10,3,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton alpinus Balb.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,1691,2,wfo-0000769725,urn:lsid:ipni.org:names:603114-1,308479,Potamogeton alpinus,species,wfo-4000031022,Balb.,Potamogetonaceae,"","",,Potamogeton,"",alpinus,"",species,Valid,Misc. Bot. (Balbis) 13. [1803 or 1804],Accepted,"","",,"Source in seed data: wcs Updated namepublishedIn from Misc. Bot. 13 1803 publ. 1804  to Misc. Bot. (Balbis) 13. [1803 or 1804] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1",http://www.theplantlist.org/tpl1.1/record/kew-308479,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308479,"",TRUE,Synonym,wfo-0000802981,Potamogeton alpinus var. obscurus
Potamogeton berchtoldii Fieber,Potamogetonaceae,1,1,4,2,7,5,6,11,6,7,4,2,4,6,4,0b,8,1,"",2,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton berchtoldii Fieber,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,1692,1,wfo-0000769744,urn:lsid:ipni.org:names:603133-1,308496,Potamogeton berchtoldii,species,wfo-4000031022,Fieber,Potamogetonaceae,"","",,Potamogeton,"",berchtoldii,"",species,Valid,Oekon.-Techn. Fl. Böhm. 2(1): 277 (1838),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Oekon.-Techn. Fl. Böhm. reimpr. 2(1): 40 1838  to Oekon.-Techn. Fl. Böhm. 2(1): 277 (1838), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the",http://www.theplantlist.org/tpl1.1/record/kew-308496,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308496,"",FALSE,"","",""
Potamogeton coloratus Hornem.,Potamogetonaceae,1,1,13,2,3,5,7,11,8,3,2,1,4,,4,0b,,,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton coloratus Hornem.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,1693,1,wfo-0000728869,urn:lsid:ipni.org:names:603156-1,285981,Potamogeton coloratus,species,wfo-4000031022,Hornem.,Potamogetonaceae,"","",,Potamogeton,"",coloratus,"",species,Valid,Fl. Dan. 9: t. 1449 (1813),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Fl. Dan. 9: t. 1449 1813  to Fl. Dan. 9: t. 1449 (1813), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-28598",http://www.theplantlist.org/tpl1.1/record/kew-285981,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-285981,"",FALSE,"","",""
Potamogeton compressus L.,Potamogetonaceae,1,1,7,4,8,6,6,11,7,4,2,2,4,,4,0b,8,1,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton compressus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1694,1,wfo-0000769769,urn:lsid:ipni.org:names:323118-2,308518,Potamogeton compressus,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",compressus,"",species,Valid,Sp. Pl. : 127 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 127 1753  to Sp. Pl. : 127 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308518 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-308518,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308518,"",FALSE,"","",""
Potamogeton crispus L.,Potamogetonaceae,1,1,8,2,5,4,6,11,7,6,4,1,4,,4,0b,8,1,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton crispus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1695,1,wfo-0000769780,urn:lsid:ipni.org:names:323116-2,308529,Potamogeton crispus,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",crispus,"",species,Valid,Sp. Pl. : 126 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 126 1753  to Sp. Pl. : 126 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308529 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-308529,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308529,"",FALSE,"","",""
Potamogeton friesii Rupr.,Potamogetonaceae,1,1,7,5,9,5,6,11,7,6,4,2,4,,4,0b,10,3,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton friesii Rupr.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,1696,1,wfo-0000769826,urn:lsid:ipni.org:names:208813-2,308571,Potamogeton friesii,species,wfo-4000031022,Rupr.,Potamogetonaceae,"","",,Potamogeton,"",friesii,"",species,Valid,Beitr. Pflanzenk. Russ. Reiches 4: 43 (1847),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Beitr. Pflanzenk. Russ. Reiches 4: 43 1847  to Beitr. Pflanzenk. Russ. Reiches 4: 43 (1847), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep",http://www.theplantlist.org/tpl1.1/record/kew-308571,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308571,"",FALSE,"","",""
Potamogeton gramineus L.,Potamogetonaceae,1,1,4,4,9,7,6,11,6,4,3,2,4,,4,0b,10,3,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton gramineus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1697,1,wfo-0000769833,urn:lsid:ipni.org:names:323120-2,308578,Potamogeton gramineus,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",gramineus,"",species,Valid,Sp. Pl. : 127 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 127 1753  to Sp. Pl. : 127 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308578 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-308578,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308578,"",FALSE,"","",""
Potamogeton lucens L.,Potamogetonaceae,1,1,7,3,7,8,7,12,7,7,5,1,4,,4,0b,10,3,4,,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton lucens L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1698,1,wfo-0000769883,urn:lsid:ipni.org:names:208858-2,308622,Potamogeton lucens,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",lucens,"",species,Valid,Sp. Pl. : 126 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 126 1753  to Sp. Pl. : 126 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308622 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-308622,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308622,"",FALSE,"","",""
Potamogeton natans L.,Potamogetonaceae,2,1,5,2,7,5,7,11,5,5,3,2,4,,4,0b,8,1,4,,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton natans L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1699,1,wfo-0000769905,urn:lsid:ipni.org:names:208872-2,308642,Potamogeton natans,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",natans,"",species,Valid,Sp. Pl. : 126 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 126 1753  to Sp. Pl. : 126 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308642 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-308642,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308642,"",FALSE,"","",""
Potamogeton obtusifolius Mert. & W. D. J. Koch,Potamogetonaceae,1,1,7,5,9,5,6,12,7,6,4,2,4,,4,0c,10,3,4,,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton obtusifolius Mert. & W. D. J. Koch,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,22,1700,1,wfo-0000752882,urn:lsid:ipni.org:names:208883-2,292369,Potamogeton obtusifolius,species,wfo-4000031022,Mert. & W.D.J.Koch,Potamogetonaceae,"","",,Potamogeton,"",obtusifolius,"",species,Valid,"Deutschl. Fl. , ed. 3, 1: 855 (1823)",Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Deutschl. Fl. ed. 3, 1: 855 1823  to Deutschl. Fl. , ed. 3, 1: 855 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.",http://www.theplantlist.org/tpl1.1/record/kew-292369,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-292369,"",FALSE,"","",""
Potamogeton perfoliatus L.,Potamogetonaceae,1,1,4,2,7,6,7,12,7,5,2,3,4,,4,0b,10,3,"",1,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton perfoliatus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1701,1,wfo-0000769945,urn:lsid:ipni.org:names:208899-2,308679,Potamogeton perfoliatus,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",perfoliatus,"",species,Valid,Sp. Pl. : 126 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 126 1753  to Sp. Pl. : 126 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308679 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-308679,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308679,"",FALSE,"","",""
Potamogeton polygonifolius Pourr.,Potamogetonaceae,1,1,10,2,4,3,5,10,4,4,3,1,4,,4,0b,8,1,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton polygonifolius Pourr.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,13,1702,1,wfo-0000769953,urn:lsid:ipni.org:names:603369-1,308686,Potamogeton polygonifolius,species,wfo-4000031022,Pourr.,Potamogetonaceae,"","",,Potamogeton,"",polygonifolius,"",species,Valid,Mém. Acad. Sci. Toulouse 3: 325 (1788),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Mém. Acad. Sci. Toulouse 3: 325 1788  to Mém. Acad. Sci. Toulouse 3: 325 (1788), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o",http://www.theplantlist.org/tpl1.1/record/kew-308686,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308686,"",TRUE,Synonym,wfo-0000915673,Potamogeton polygonifolius var. terrestris
Potamogeton praelongus Wulfen,Potamogetonaceae,1,1,4,6,11,6,7,12,7,4,2,2,4,,4,0b,8,1,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton praelongus Wulfen,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,1703,1,wfo-0000769956,urn:lsid:ipni.org:names:603374-1,308689,Potamogeton praelongus,species,wfo-4000031022,Wulfen,Potamogetonaceae,"","",,Potamogeton,"",praelongus,"",species,Valid,Arch. Bot. (Leipzig) 3: 331 (1805),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Arch. Bot. (Leipzig) 3(3): 331 1805  to Arch. Bot. (Leipzig) 3: 331 (1805), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1",http://www.theplantlist.org/tpl1.1/record/kew-308689,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308689,"",FALSE,"","",""
Potamogeton praelongus Wulfen,Potamogetonaceae,1,1,4,6,11,6,7,12,7,4,2,2,4,,4,0b,8,1,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton praelongus Wulfen,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,1703,2,wfo-0000769910,urn:lsid:ipni.org:names:603328-1,308647,Potamogeton × nitens,species,wfo-4000031022,Weber,Potamogetonaceae,"","",,Potamogeton,"",nitens,"",species,Valid,Suppl. Fl. Holsat. : 11 (1787),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Suppl. Fl. Holsat. 11 1787  to Suppl. Fl. Holsat. : 11 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",http://www.theplantlist.org/tpl1.1/record/kew-308647,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308647,×,TRUE,Synonym,wfo-0000769958,Potamogeton praelongus
Potamogeton praelongus Wulfen,Potamogetonaceae,1,1,4,6,11,6,7,12,7,4,2,2,4,,4,0b,8,1,"",,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton praelongus Wulfen,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,1703,3,wfo-0000769945,urn:lsid:ipni.org:names:208899-2,308679,Potamogeton perfoliatus,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",perfoliatus,"",species,Valid,Sp. Pl. : 126 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 126 1753  to Sp. Pl. : 126 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308679 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-308679,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308679,"",TRUE,Synonym,wfo-0000769959,Potamogeton praelongus
Potamogeton pusillus L.,Potamogetonaceae,1,1,9,1,4,6,7,11,7,5,2,3,4,,4,0b,,,3,2,Water,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Potamogeton pusillus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1704,1,wfo-0000769966,urn:lsid:ipni.org:names:208919-2,308698,Potamogeton pusillus,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",pusillus,"",species,Valid,Sp. Pl. : 127 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 127 1753  to Sp. Pl. : 127 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308698 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-308698,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308698,"",FALSE,"","",""
